emoji,name,group,sub_group,codepoints
🤹🏽‍♂,man juggling: medium skin tone,People & Body,person-sport,1F939 1F3FD 200D 2642
🤹🏾‍♂️,man juggling: medium-dark skin tone,People & Body,person-sport,1F939 1F3FE 200D 2642 FE0F
🤹🏾‍♂,man juggling: medium-dark skin tone,People & Body,person-sport,1F939 1F3FE 200D 2642
🤹🏿‍♂️,man juggling: dark skin tone,People & Body,person-sport,1F939 1F3FF 200D 2642 FE0F
🤹🏿‍♂,man juggling: dark skin tone,People & Body,person-sport,1F939 1F3FF 200D 2642
🤹‍♀️,woman juggling,People & Body,person-sport,1F939 200D 2640 FE0F
🤹‍♀,woman juggling,People & Body,person-sport,1F939 200D 2640
🤹🏻‍♀️,woman juggling: light skin tone,People & Body,person-sport,1F939 1F3FB 200D 2640 FE0F
🤹🏻‍♀,woman juggling: light skin tone,People & Body,person-sport,1F939 1F3FB 200D 2640
🤹🏼‍♀️,woman juggling: medium-light skin tone,People & Body,person-sport,1F939 1F3FC 200D 2640 FE0F
🤹🏼‍♀,woman juggling: medium-light skin tone,People & Body,person-sport,1F939 1F3FC 200D 2640
🤹🏽‍♀️,woman juggling: medium skin tone,People & Body,person-sport,1F939 1F3FD 200D 2640 FE0F
🤹🏽‍♀,woman juggling: medium skin tone,People & Body,person-sport,1F939 1F3FD 200D 2640
🤹🏾‍♀️,woman juggling: medium-dark skin tone,People & Body,person-sport,1F939 1F3FE 200D 2640 FE0F
🤹🏾‍♀,woman juggling: medium-dark skin tone,People & Body,person-sport,1F939 1F3FE 200D 2640
🤹🏿‍♀️,woman juggling: dark skin tone,People & Body,person-sport,1F939 1F3FF 200D 2640 FE0F
🤹🏿‍♀,woman juggling: dark skin tone,People & Body,person-sport,1F939 1F3FF 200D 2640
🧘,person in lotus position,People & Body,person-resting,1F9D8
🧘🏻,person in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB
🧘🏼,person in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC
🧘🏽,person in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD
🧘🏾,person in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE
🧘🏿,person in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF
🧘‍♂️,man in lotus position,People & Body,person-resting,1F9D8 200D 2642 FE0F
🧘‍♂,man in lotus position,People & Body,person-resting,1F9D8 200D 2642
🧘🏻‍♂️,man in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB 200D 2642 FE0F
🧘🏻‍♂,man in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB 200D 2642
🧘🏼‍♂️,man in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2642 FE0F
🧘🏼‍♂,man in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2642
🧘🏽‍♂️,man in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2642 FE0F
🧘🏽‍♂,man in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2642
🧘🏾‍♂️,man in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2642 FE0F
🧘🏾‍♂,man in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2642
🧘🏿‍♂️,man in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2642 FE0F
🧘🏿‍♂,man in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2642
🧘‍♀️,woman in lotus position,People & Body,person-resting,1F9D8 200D 2640 FE0F
🧘‍♀,woman in lotus position,People & Body,person-resting,1F9D8 200D 2640
🧘🏻‍♀️,woman in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB 200D 2640 FE0F
🧘🏻‍♀,woman in lotus position: light skin tone,People & Body,person-resting,1F9D8 1F3FB 200D 2640
🧘🏼‍♀️,woman in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2640 FE0F
🧘🏼‍♀,woman in lotus position: medium-light skin tone,People & Body,person-resting,1F9D8 1F3FC 200D 2640
🧘🏽‍♀️,woman in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2640 FE0F
🧘🏽‍♀,woman in lotus position: medium skin tone,People & Body,person-resting,1F9D8 1F3FD 200D 2640
🧘🏾‍♀️,woman in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2640 FE0F
🧘🏾‍♀,woman in lotus position: medium-dark skin tone,People & Body,person-resting,1F9D8 1F3FE 200D 2640
🧘🏿‍♀️,woman in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2640 FE0F
🧘🏿‍♀,woman in lotus position: dark skin tone,People & Body,person-resting,1F9D8 1F3FF 200D 2640
🛀,person taking bath,People & Body,person-resting,1F6C0
🛀🏻,person taking bath: light skin tone,People & Body,person-resting,1F6C0 1F3FB
🛀🏼,person taking bath: medium-light skin tone,People & Body,person-resting,1F6C0 1F3FC
🛀🏽,person taking bath: medium skin tone,People & Body,person-resting,1F6C0 1F3FD
🛀🏾,person taking bath: medium-dark skin tone,People & Body,person-resting,1F6C0 1F3FE
🛀🏿,person taking bath: dark skin tone,People & Body,person-resting,1F6C0 1F3FF
🛌,person in bed,People & Body,person-resting,1F6CC
🛌🏻,person in bed: light skin tone,People & Body,person-resting,1F6CC 1F3FB
🛌🏼,person in bed: medium-light skin tone,People & Body,person-resting,1F6CC 1F3FC
🛌🏽,person in bed: medium skin tone,People & Body,person-resting,1F6CC 1F3FD
🛌🏾,person in bed: medium-dark skin tone,People & Body,person-resting,1F6CC 1F3FE
🛌🏿,person in bed: dark skin tone,People & Body,person-resting,1F6CC 1F3FF
🧑‍🤝‍🧑,people holding hands,People & Body,family,1F9D1 200D 1F91D 200D 1F9D1
🧑🏻‍🤝‍🧑🏻,people holding hands: light skin tone,People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FB
🧑🏻‍🤝‍🧑🏼,"people holding hands: light skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FC
🧑🏻‍🤝‍🧑🏽,"people holding hands: light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FD
🧑🏻‍🤝‍🧑🏾,"people holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FE
🧑🏻‍🤝‍🧑🏿,"people holding hands: light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FB 200D 1F91D 200D 1F9D1 1F3FF
🧑🏼‍🤝‍🧑🏻,"people holding hands: medium-light skin tone, light skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FB
🧑🏼‍🤝‍🧑🏼,people holding hands: medium-light skin tone,People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FC
🧑🏼‍🤝‍🧑🏽,"people holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FD
🧑🏼‍🤝‍🧑🏾,"people holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FE
🧑🏼‍🤝‍🧑🏿,"people holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F9D1 1F3FC 200D 1F91D 200D 1F9D1 1F3FF
🧑🏽‍🤝‍🧑🏻,"people holding hands: medium skin tone, light skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FB
🧑🏽‍🤝‍🧑🏼,"people holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FC
🧑🏽‍🤝‍🧑🏽,people holding hands: medium skin tone,People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FD
🧑🏽‍🤝‍🧑🏾,"people holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FE
🧑🏽‍🤝‍🧑🏿,"people holding hands: medium skin tone, dark skin tone",People & Body,family,1F9D1 1F3FD 200D 1F91D 200D 1F9D1 1F3FF
🧑🏾‍🤝‍🧑🏻,"people holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FB
🧑🏾‍🤝‍🧑🏼,"people holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FC
🧑🏾‍🤝‍🧑🏽,"people holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FD
🧑🏾‍🤝‍🧑🏾,people holding hands: medium-dark skin tone,People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FE
🧑🏾‍🤝‍🧑🏿,"people holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F9D1 1F3FE 200D 1F91D 200D 1F9D1 1F3FF
🧑🏿‍🤝‍🧑🏻,"people holding hands: dark skin tone, light skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FB
🧑🏿‍🤝‍🧑🏼,"people holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FC
🧑🏿‍🤝‍🧑🏽,"people holding hands: dark skin tone, medium skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FD
🧑🏿‍🤝‍🧑🏾,"people holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FE
🧑🏿‍🤝‍🧑🏿,people holding hands: dark skin tone,People & Body,family,1F9D1 1F3FF 200D 1F91D 200D 1F9D1 1F3FF
👭,women holding hands,People & Body,family,1F46D
👭🏻,women holding hands: light skin tone,People & Body,family,1F46D 1F3FB
👩🏻‍🤝‍👩🏼,"women holding hands: light skin tone, medium-light skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FC
👩🏻‍🤝‍👩🏽,"women holding hands: light skin tone, medium skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FD
👩🏻‍🤝‍👩🏾,"women holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FE
👩🏻‍🤝‍👩🏿,"women holding hands: light skin tone, dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F469 1F3FF
👩🏼‍🤝‍👩🏻,"women holding hands: medium-light skin tone, light skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FB
👭🏼,women holding hands: medium-light skin tone,People & Body,family,1F46D 1F3FC
👩🏼‍🤝‍👩🏽,"women holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FD
👩🏼‍🤝‍👩🏾,"women holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FE
👩🏼‍🤝‍👩🏿,"women holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F469 1F3FF
👩🏽‍🤝‍👩🏻,"women holding hands: medium skin tone, light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FB
👩🏽‍🤝‍👩🏼,"women holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FC
👭🏽,women holding hands: medium skin tone,People & Body,family,1F46D 1F3FD
👩🏽‍🤝‍👩🏾,"women holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FE
👩🏽‍🤝‍👩🏿,"women holding hands: medium skin tone, dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F469 1F3FF
👩🏾‍🤝‍👩🏻,"women holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FB
👩🏾‍🤝‍👩🏼,"women holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FC
👩🏾‍🤝‍👩🏽,"women holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FD
👭🏾,women holding hands: medium-dark skin tone,People & Body,family,1F46D 1F3FE
👩🏾‍🤝‍👩🏿,"women holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F469 1F3FF
👩🏿‍🤝‍👩🏻,"women holding hands: dark skin tone, light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FB
👩🏿‍🤝‍👩🏼,"women holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FC
👩🏿‍🤝‍👩🏽,"women holding hands: dark skin tone, medium skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FD
👩🏿‍🤝‍👩🏾,"women holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F469 1F3FE
👭🏿,women holding hands: dark skin tone,People & Body,family,1F46D 1F3FF
👫,woman and man holding hands,People & Body,family,1F46B
👫🏻,woman and man holding hands: light skin tone,People & Body,family,1F46B 1F3FB
👩🏻‍🤝‍👨🏼,"woman and man holding hands: light skin tone, medium-light skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FC
👩🏻‍🤝‍👨🏽,"woman and man holding hands: light skin tone, medium skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FD
👩🏻‍🤝‍👨🏾,"woman and man holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FE
👩🏻‍🤝‍👨🏿,"woman and man holding hands: light skin tone, dark skin tone",People & Body,family,1F469 1F3FB 200D 1F91D 200D 1F468 1F3FF
👩🏼‍🤝‍👨🏻,"woman and man holding hands: medium-light skin tone, light skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FB
👫🏼,woman and man holding hands: medium-light skin tone,People & Body,family,1F46B 1F3FC
👩🏼‍🤝‍👨🏽,"woman and man holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FD
👩🏼‍🤝‍👨🏾,"woman and man holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FE
👩🏼‍🤝‍👨🏿,"woman and man holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F469 1F3FC 200D 1F91D 200D 1F468 1F3FF
👩🏽‍🤝‍👨🏻,"woman and man holding hands: medium skin tone, light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FB
👩🏽‍🤝‍👨🏼,"woman and man holding hands: medium skin tone, medium-light skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FC
👫🏽,woman and man holding hands: medium skin tone,People & Body,family,1F46B 1F3FD
👩🏽‍🤝‍👨🏾,"woman and man holding hands: medium skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FE
👩🏽‍🤝‍👨🏿,"woman and man holding hands: medium skin tone, dark skin tone",People & Body,family,1F469 1F3FD 200D 1F91D 200D 1F468 1F3FF
👩🏾‍🤝‍👨🏻,"woman and man holding hands: medium-dark skin tone, light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FB
👩🏾‍🤝‍👨🏼,"woman and man holding hands: medium-dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FC
👩🏾‍🤝‍👨🏽,"woman and man holding hands: medium-dark skin tone, medium skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FD
👫🏾,woman and man holding hands: medium-dark skin tone,People & Body,family,1F46B 1F3FE
👩🏾‍🤝‍👨🏿,"woman and man holding hands: medium-dark skin tone, dark skin tone",People & Body,family,1F469 1F3FE 200D 1F91D 200D 1F468 1F3FF
👩🏿‍🤝‍👨🏻,"woman and man holding hands: dark skin tone, light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FB
👩🏿‍🤝‍👨🏼,"woman and man holding hands: dark skin tone, medium-light skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FC
👩🏿‍🤝‍👨🏽,"woman and man holding hands: dark skin tone, medium skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FD
👩🏿‍🤝‍👨🏾,"woman and man holding hands: dark skin tone, medium-dark skin tone",People & Body,family,1F469 1F3FF 200D 1F91D 200D 1F468 1F3FE
👫🏿,woman and man holding hands: dark skin tone,People & Body,family,1F46B 1F3FF
👬,men holding hands,People & Body,family,1F46C
👬🏻,men holding hands: light skin tone,People & Body,family,1F46C 1F3FB
👨🏻‍🤝‍👨🏼,"men holding hands: light skin tone, medium-light skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FC
👨🏻‍🤝‍👨🏽,"men holding hands: light skin tone, medium skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FD
👨🏻‍🤝‍👨🏾,"men holding hands: light skin tone, medium-dark skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FE
👨🏻‍🤝‍👨🏿,"men holding hands: light skin tone, dark skin tone",People & Body,family,1F468 1F3FB 200D 1F91D 200D 1F468 1F3FF
👨🏼‍🤝‍👨🏻,"men holding hands: medium-light skin tone, light skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FB
👬🏼,men holding hands: medium-light skin tone,People & Body,family,1F46C 1F3FC
👨🏼‍🤝‍👨🏽,"men holding hands: medium-light skin tone, medium skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FD
👨🏼‍🤝‍👨🏾,"men holding hands: medium-light skin tone, medium-dark skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FE
👨🏼‍🤝‍👨🏿,"men holding hands: medium-light skin tone, dark skin tone",People & Body,family,1F468 1F3FC 200D 1F91D 200D 1F468 1F3FF
👨🏽‍🤝‍👨🏻,"men holding hands: medium skin tone, light skin tone",People & Body,family,1F468 1F3FD 200D 1F91D 200D 1F468 1F3FB
