,Train no.,Train name,Starts,Ends
575,11061,Muzaffarpur Express,Lokmanyatilak T,Muzaffarpur Junction
576,16229,Mys Bsb Express,Mysore Junction,Varanasi Junction
577,6229,Mys Bsb Express,Mysore Junction,Varanasi Junction
578,17301,Mys Dharwad Express,Mysore Junction,Dharwar
579,3289,Mys Exam Special,Patna Junction,Mysore Junction
580,22818,Mys Howrah Express,Mysore Junction,Howrah Junction
581,16217,Mys Snsi Express,Mysore Junction,Sainagar Shirdi
582,6201,Mys Vsg Express,Mysore Junction,Vasco Da Gama
583,16235,Mysore Express,Tuticorin,Mysore Junction
584,6228,Mysore Express,Talguppa,Mysore Junction
585,22682,Mysore Express,Chennai Central,Mysore Junction
586,16231,Mysore Express,Mayiladuturai J,Mysore Junction
587,16205,Mysore Express,Talguppa,Mysore Junction
588,56264,Mysore Passenger,Bangalore Cy Junction,Mysore Junction
589,15614,Mzs Kyq Ic Express,Murkeongselek,Kamakhya
590,15669,Nagaland Express,Kamakhya,Dimapur
591,15670,Nagaland Express,Dimapur,Kamakhya
592,16339,Nagarcoil Express,Mumbai Cst,Nagercoil Junction
593,16351,Nagarcoil Express,Mumbai Cst,Nagercoil Junction
594,18309,Nagavali Express,Sambalpur,Nanded
595,18310,Nagawali Express,Nanded,Sambalpur
596,6309,Nagercoil Express,Chennai Central,Nagercoil Junction
597,6747,Nagercoil Express,Chennai Egmore,Nagercoil Junction
598,6017,Nagercoil Express,Chennai Egmore,Nagercoil Junction
599,6303,Nagercoil Express,Mangalore Junction,Nagercoil Junction
600,6598,Nagercoil Express,Yesvantpur Junction,Nagercoil Junction
601,6617,Nagercoil Express,Coimbatore Junction,Nagercoil Junction
602,12667,Nagercoil Express,Chennai Egmore,Nagercoil Junction
603,12689,Nagercoil Express,Chennai Central,Nagercoil Junction
604,16610,Nagercoil Express,Coimbatore Junction,Nagercoil Junction
605,6083,Nagercoil Express,Chennai Central,Nagercoil Junction
606,16335,Nagercoil Express,Gandhidham Bg,Nagercoil Junction
607,17235,Nagercoil Express,Bangalore Cy Junction,Nagercoil Junction
608,12289,Nagpur Duronto,Mumbai Cst,Nagpur
609,12113,Nagpur Garibrat,Pune Junction,Nagpur
610,12855,Nagpur Intercity,Bilaspur Junction,Nagpur
611,1018,Nagpur Ltt Special,Nagpur,Lokmanyatilak T
612,12136,Nagpur Pune Express,Nagpur,Pune Junction
613,12206,Nanda Devi Express,Dehradun,New Delhi
614,12205,Nanda Devi Express,New Delhi,Dehradun
615,12816,Nandan Kanan Express,New Delhi,Puri
616,12815,Nandan Kanan Express,Puri,New Delhi
617,11401,Nandigram Express,Mumbai Cst,Nagpur
618,11402,Nandigram Express,Nagpur,Mumbai Cst
619,17256,Narasapur Express,Hyderabad Decan,Narasapur
620,12734,Narayanadri Express,Secunderabad Junction,Tirupati
621,12733,Narayanadri Express,Tirupati,Secunderabad Junction
622,18234,Narmada Express Passenger,Bilaspur Junction,Indore Junction Bg
623,18233,Narmada Express,Indore Junction Bg,Bilaspur Junction
624,7218,Narsapur Express,Kollam Junction,Narasapur
625,14512,Nauchandi Express,Saharanpur,Allahabad Junction
626,14511,Nauchandi Express,Allahabad Junction,Khurja Junction
627,12656,Navajivan Express,Chennai Central,Ahmedabad Junction
628,12655,Navjeevan Express,Ahmedabad Junction,Chennai Central
629,16687,Navyug Express,Mangalore Cntl,Jammu Tawi
630,16688,Navyug Express,Jammu Tawi,Tirunelveli
631,5726,Ncb Njp Special,New Cooch Behar,New Jalpaiguri
632,12690,Ncj Chennai Express,Nagercoil Junction,Chennai Central
633,632,Ncj Ms Premium,Nagercoil Junction,Chennai Egmore
634,16352,Ncj Mumbai Express,Nagercoil Junction,Mumbai Cst
635,6354,Ncj Pnbe Express,Nagercoil Junction,Patna Junction
636,12273,Ndls Duronto,Howrah Junction,New Delhi
637,12259,Ndls Duronto,Sealdah,New Delhi
638,9005,Ndls Ac Superfast Special,Mumbai Central,New Delhi
639,4112,Ndls Ald Superfast Special,New Delhi,Allahabad Junction
640,4424,Ndls Ald Superfast Special,New Delhi,Allahabad Junction
641,22806,Ndls Bbs Superfast Express,New Delhi,Bhubaneswar
642,9006,Ndls Bct Ac Special,New Delhi,Mumbai Central
643,22914,Ndls Bct Premiu,New Delhi,Mumbai Central
644,9004,Ndls Bct Superfast Express,New Delhi,Mumbai Central
645,12350,Ndls Bgp Express,New Delhi,Bhagalpur
646,4412,Ndls Bju Premiu,New Delhi,Barauni Junction
647,4022,Ndls Bju Premiu,New Delhi,Barauni Junction
648,12047,Ndls Bti Shatabdi,New Delhi,Bhatinda Junction
649,12045,Ndls Cdg Shatabdi,New Delhi,Chandigarh
650,12034,Ndls Cnb Shatabdi,New Delhi,Kanpur Central
651,4072,Ndls Dbg Splq,New Delhi,Darbhanga Junction
652,12236,Ndls Dbrg Rajdhani,New Delhi,Dibrugarh
653,12436,Ndls Dbrt Rajdhani,New Delhi,Dibrugarh Town
654,12271,Ndls Duronto Express,Lucknow Nr,New Delhi
655,22209,Ndls Duronto Express,Mumbai Central,New Delhi
656,12275,Ndls Duronto Express,Allahabad Junction,New Delhi
657,2236,Ndls Ghy Superfast Special,New Delhi,Guwahati
658,2436,Ndls Ghy Superfast Special,New Delhi,Guwahati
659,12324,Ndls Hwh Express,New Delhi,Howrah Junction
660,4008,Ndls Hwh Special,New Delhi,Howrah Junction
661,12250,Ndls Hwh Yuva,New Delhi,Howrah Junction
662,12056,Ndls Janshatabd,Dehradun,New Delhi
663,12058,Ndls Janshtbdi,Una Himachal,New Delhi
664,12191,Ndls Jbp Superfast Express,New Delhi,Jabalpur
665,14681,Ndls Juc Express,New Delhi,Jalandhar City
666,3114,Ndls Koaa Special,New Delhi,Kolkata
667,2504,Ndls Kyq Premiu,New Delhi,Kamakhya
668,5619,Ndls Kyq Superfast Special,New Delhi,Kamakhya
669,12037,Ndls Ldh Shatabdi,New Delhi,Ludhiana Junction
670,2234,Ndls Lko Ac Special,New Delhi,Lucknow Nr
671,4440,Ndls Lko Ac Special,New Delhi,Lucknow Nr
672,4934,Ndls Lko Premiu,New Delhi,Lucknow Nr
673,4944,Ndls Lko Premiu,New Delhi,Lucknow Nr
674,12430,Ndls Lko Raj,New Delhi,Lucknow Nr
675,4434,Ndls Lko Special,New Delhi,Lucknow Nr
676,4942,Ndls Lko Special,New Delhi,Lucknow Nr
677,4030,Ndls Lko Special,New Delhi,Lucknow Nr
678,4202,Ndls Lko Special,New Delhi,Lucknow Nr
679,4420,Ndls Lku Ac Special,New Delhi,Lal Kuan
680,2040,Ndls Lku Ac Special,New Delhi,Lal Kuan
681,14004,Ndls Mldt Express,New Delhi,Malda Town
682,12043,Ndls Moga Shatabdi,New Delhi,Moga
683,22412,Ndls Nhln Ac Superfast,New Delhi,Naharlagun
684,12524,Ndls Njp Superfast Express,New Delhi,New Jalpaiguri
685,22404,Ndls Pdy Express,New Delhi,Puducherry
686,4040,Ndls Pnbe Ac Special,New Delhi,Patna Junction
687,2446,Ndls Premium Special,Jammu Tawi,New Delhi
688,2259,Ndls Premium Special,Sealdah,New Delhi
689,815,Ndls Premium Special,Bhubaneswar,New Delhi
690,4405,Ndls Premium Special,Sainagar Shirdi,New Delhi
691,22913,Ndls Premium Special,Mumbai Central,New Delhi
692,4402,Ndls Premium Special,Shmata V D Ktra,New Delhi
693,12878,Ndls Rnc G Rath,New Delhi,Ranchi
694,12440,Ndls Rnc Raj Express,New Delhi,Ranchi
695,12454,Ndls Rnc Rajdhani,New Delhi,Ranchi
696,14323,Ndls Rok Express,New Delhi,Rohtak Junction
697,15602,Ndls Scl Psk Express,New Delhi,Silchar
698,12044,Ndls Shatabdi,Moga,New Delhi
699,12001,Ndls Shatabdi E,Habibganj,New Delhi
700,4012,Ndls Snsi Superfast Special,New Delhi,Sainagar Shirdi
701,4096,Ndls Tvc Ac Special,New Delhi,Trivandrum Cntl
702,4033,Ndls Uhp Ac Special,New Delhi,Udhampur
703,4055,Ndls Uhp Special,New Delhi,Udhampur
704,12459,Ndlsasr Express,New Delhi,Amritsar Junction
705,19576,Ndt Okha Express,Nathdwara,Okha
706,9607,Ndt Udz Special,Nathdwara,Udaipur City
707,12767,Ned Src Superfast Express,Nanded,Santragachi Junction
708,12768,Ned Wkly Express,Santragachi Junction,Nanded
709,7513,Ned Ald Special,Nanded,Allahabad Junction
710,12421,Ned Asr Superfast Express,Nanded,Amritsar Junction
711,17620,Ned Awb Express,Nanded,Aurangabad
712,17623,Ned Bkn Express,Nanded,Bikaner Junction
713,7408,Ned Bkn Special,Nanded,Bikaner Junction
714,7037,Ned Bkn Special,Nanded,Bikaner Junction
715,57516,Ned Dd Pasngr,Nanded,Daund Junction
716,57564,Ned Hyb Passenger,Nanded,Hyderabad Decan
717,2421,Ned Jat Special,Nanded,Jammu Tawi
718,11012,Ned Ltt Express,Nanded,Lokmanyatilak T
719,4602,Ned Premium Special,Amritsar Junction,Nanded
720,17614,Ned Pune Express,Nanded,Pune Junction
721,7631,Ned Pune Special,Nanded,Pune Junction
722,7629,Ned Pune Special,Nanded,Pune Junction
723,7622,Ned Pune Special,Nanded,Pune Junction
724,7501,Ned Pvr Special,Nanded,Pandharpur
725,16593,Ned Sbc Express,Nanded,Bangalore Cy Junction
726,4722,Ned Sgnr Superfast Express,Nanded,Shri Ganganagar
727,12485,Ned Sgnr Express,Nanded,Shri Ganganagar
728,7609,Ned St Special,Nanded,Surat
729,22457,Ned Uhl Superfast Express,Nanded,Una Himachal
730,18510,Ned Vskp Express,Nanded,Vishakapatnam
731,8510,Ned Vskp Special,Nanded,Vishakapatnam
732,12875,Neelachal Express,Puri,New Delhi
733,12876,Neelachal Express,New Delhi,Puri
734,12632,Nellai Express,Tirunelveli,Chennai Egmore
735,12631,Nellai Express,Chennai Egmore,Tirunelveli
736,16346,Netravathi Express,Trivandrum Cntl,Lokmanyatilak T
737,16345,Netravati Express,Lokmanyatilak T,Trivandrum Cntl
738,4095,Newdelhi Ac Express,Trivandrum Cntl,New Delhi
739,14003,Nfk Ndls Express,Malda Town,New Delhi
740,18240,Ngp Bilaspur Express,Nagpur,Bilaspur Junction
741,6570,Ngp Bnc Special,Nagpur,Bangalore Cant
742,22112,Ngp Bsl Superfast Express,Nagpur,Bhusaval Junction
743,12290,Ngp Cstm Duront,Nagpur,Mumbai Cst
744,1012,Ngp Cstm Special,Nagpur,Mumbai Cst
745,1220,Ngp Cstm Special,Nagpur,Mumbai Cst
746,1014,Ngp Cstm Special,Nagpur,Mumbai Cst
747,1212,Ngp Cstm Special,Nagpur,Mumbai Cst
748,5592,Ngp Dbg Exam Special,Nagpur,Darbhanga Junction
749,5591,Ngp Exam Special,Darbhanga Junction,Nagpur
750,8611,Ngp Hatia Special,Nagpur,Hatia
751,1657,Ngp Hbj Special,Nagpur,Habibganj
752,12924,Ngp Indore Express,Nagpur,Indore Junction Bg
753,11203,Ngp Jaipur Express,Nagpur,Jaipur
754,11403,Ngp Kop Express,Nagpur,C Shahumharaj T
755,58839,Ngp Nir Jbp Passenger,Nagpur,Jabalpur
756,2437,Ngp Nzm Ac Special,Nagpur,H Nizamuddin
757,1236,Ngp Pune Special,Nagpur,Pune Junction
758,1021,Ngp Pune Special,Nagpur,Pune Junction
759,1203,Ngp Pune Superfast Special,Nagpur,Pune Junction
760,1238,Ngp Pune Superfast Special,Nagpur,Pune Junction
761,11207,Ngp Rewa Express,Nagpur,Rewa
762,12772,Ngp Sc Superfast Express,Nagpur,Secunderabad Junction
763,1453,Ngp Udhna Special,Nagpur,Udhna Junction
764,15618,Nhln Ghy Ic Express,Naharlagun,Guwahati
765,22411,Nhln Ndls Ac Express,Naharlagun,New Delhi
766,12672,Nilagiri Express,Metupalaiyam,Chennai Central
767,12671,Nilagiri Express,Chennai Central,Metupalaiyam
768,7614,Nizamabad Express,Kollam Junction,Nizamabad
769,22653,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin
770,22633,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin
771,12645,Nizamuddin Express,Eranakulam Junction,H Nizamuddin
772,12643,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin
773,12147,Nizamuddin Express,C Shahumharaj T,H Nizamuddin
774,12721,Nizamuddin Express,Hyderabad Decan,H Nizamuddin
775,12415,Nizamuddin Express,Indore Junction Bg,H Nizamuddin
776,52541,Njp Dj Ng Train,New Jalpaiguri,Darjeeling
777,52571,Njp Dj Ng Train,New Jalpaiguri,Darjeeling
778,22310,Njp Hwh Ac Express,New Jalpaiguri,Howrah Junction
779,3060,Njp Hwh Premium,New Jalpaiguri,Howrah Junction
780,12042,Njp Hwh Shatabd,New Jalpaiguri,Howrah Junction
781,3130,Njp Koaa Special,New Jalpaiguri,Kolkata
782,22612,Njp Mas Express,New Jalpaiguri,Chennai Central
783,2508,Njp Mas Premium,New Jalpaiguri,Chennai Central
784,5725,Njp Ncb Special,New Jalpaiguri,New Cooch Behar
785,12523,Njp Ndls Express,New Jalpaiguri,New Delhi
786,3059,Njp Premium Special,Howrah Junction,New Jalpaiguri
787,18630,Njp Rnc Express,New Jalpaiguri,Ranchi
788,8630,Njp Rnc Special,New Jalpaiguri,Ranchi
789,3140,Njp Sdah Special,New Jalpaiguri,Sealdah
790,15723,Njp Smi Express,New Jalpaiguri,Sitamarhi
791,19602,Njp Udz Express,New Jalpaiguri,Udaipur City
792,12326,Nldm Koaa Express,Nangal Dam,Kolkata
793,4924,Nldm Lko Special,Nangal Dam,Lucknow Nr
794,7224,Nlr Kranti Special,Nellore,Kurnool Town
795,7118,Nlr Sc Special,Nellore,Secunderabad Junction
796,12505,North East Express,Guwahati,Anand Vihar Trm
797,12506,North East Express,Anand Vihar Trm,Guwahati
798,17642,Nrkr Kcg Express,Narkher,Kacheguda
799,52101,Nrl/Matheranpas,Neral,Matheran
800,17404,Ns Tpty Express,Narasapur,Tirupati
801,17255,Ns Hydrabad Express,Narasapur,Hyderabad Decan
802,17231,Ns Nsl Express,Narasapur,Nagarsol
803,17213,Ns Nsl Express,Narasapur,Nagarsol
804,7217,Ns Qln Special,Narasapur,Kollam Junction
805,7255,Ns Sc Special,Narasapur,Secunderabad Junction
806,57264,Ns Vskp Passenger,Narasapur,Vishakapatnam
807,7205,Nsl Cct Special,Nagarsol,Kakinada Town
808,16004,Nsl Mas Wkly Express,Nagarsol,Chennai Central
809,17232,Nsl Ns Express,Nagarsol,Narasapur
810,17214,Nsl Ns Express,Nagarsol,Narasapur
811,7120,Nsl Sc Special,Nagarsol,Secunderabad Junction
812,13281,Ntsk Rjpb Express,New Tinsukia Junction,Rjndr Ngr Bihar
813,25910,Ntsk Jivachh Li,Darbhanga Junction,New Tinsukia Junction
814,18206,Ntv Durg Express,Nautanwa,Durg
815,18202,Ntv Durg Express,Nautanwa,Durg
816,15019,Ntv Intercity,Gorakhpur Junction,Nautanwa
817,1706,Nyn Jbp Mela Special,Naini,Jabalpur
818,11206,Nzb Ltt Express,Nizamabad,Lokmanyatilak T
819,51422,Nzb Pune Passenger,Nizamabad,Pune Junction
820,51433,Nzb Pvr Passenger,Nizamabad,Pandharpur
821,7613,Nzb Qln Special,Nizamabad,Kollam Junction
822,7601,Nzb Qln Special,Nizamabad,Kollam Junction
823,8566,Nzb Vskp Special,Nizamabad,Vishakapatnam
824,12248,Nzm Bdts Yuva,H Nizamuddin,Bandra Terminus
825,1072,Nzm Pune Special,H Nizamuddin,Pune Junction
826,4091,Nzm Ac Special,Mumbai Central,H Nizamuddin
827,22212,Nzm Aii Duronto,H Nizamuddin,Ajmer Junction
828,4092,Nzm Bct Ac Special,H Nizamuddin,Mumbai Central
829,12285,Nzm Duronto Express,Secunderabad Junction,H Nizamuddin
830,12263,Nzm Duronto Express,Pune Junction,H Nizamuddin
831,12284,Nzm Ers Duronto,H Nizamuddin,Eranakulam Junction
832,12909,Nzm Garib Rath,Bandra Terminus,H Nizamuddin
833,12611,Nzm Garib Rath,Chennai Central,H Nizamuddin
834,12065,Nzm Jan Shatabd,Ajmer Junction,H Nizamuddin
835,12059,Nzm Jan Shatabd,Kota Junction,H Nizamuddin
836,22182,Nzm Jbp Superfast Express,H Nizamuddin,Jabalpur
837,6319,Nzm Kcvl Superfast Special,H Nizamuddin,Kochuveli
838,12148,Nzm Kop Express,H Nizamuddin,C Shahumharaj T
839,9810,Nzm Kota Special,H Nizamuddin,Kota Junction
840,17305,Nzm Link Express,Hubli Junction,H Nizamuddin
841,22110,Nzm Ltt Ac Express,H Nizamuddin,Lokmanyatilak T
842,2110,Nzm Ltt Ac Superfast,H Nizamuddin,Lokmanyatilak T
843,2450,Nzm Mao Ac Express,H Nizamuddin,Madgaon
844,4430,Nzm Mao Premium,H Nizamuddin,Madgaon
845,22414,Nzm Mao Raj,H Nizamuddin,Madgaon
846,2448,Nzm Mkp Kurj Special,H Nizamuddin,Khajuraho
847,4429,Nzm Premium Special,Madgaon,H Nizamuddin
848,4013,Nzm Premium Special,Pune Junction,H Nizamuddin
849,4407,Nzm Premium Special,Pune Junction,H Nizamuddin
850,4014,Nzm Pune Premiu,H Nizamuddin,Pune Junction
851,4408,Nzm Pune Premiu,H Nizamuddin,Pune Junction
852,22413,Nzm Rajdhani,Madgaon,H Nizamuddin
853,12286,Nzm Sc Duronto,H Nizamuddin,Secunderabad Junction
854,12438,Nzm Sc Rajdhani,H Nizamuddin,Secunderabad Junction
855,4016,Nzm Snsi Special,H Nizamuddin,Sainagar Shirdi
856,22634,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl
857,22654,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl
858,22656,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl
859,7227,Ogl Jp Special,Ongole,Ajmer Junction
860,19575,Okha Ndt Express,Okha,Nathdwara
861,59548,Okha Adi Passenger,Okha,Ahmedabad Junction
862,9562,Okha Bdts Special,Okha,Bandra Terminus
863,19569,Okha Bsb Express,Okha,Varanasi Junction
864,16337,Okha Ers Express,Okha,Eranakulam Junction
865,16338,Okha Express,Eranakulam Junction,Okha
866,22905,Okha Howrah Express,Okha,Howrah Junction
867,9563,Okha Jaipur Special,Okha,Jaipur
868,59547,Okha Passenger,Ahmedabad Junction,Okha
869,18402,Okha Puri Express,Okha,Puri
870,19252,Okha Somnath Express,Okha,Somnath
871,6136,Onr Mtp Passenger,Coonoor,Metupalaiyam
872,56138,Onr Uam Passenger,Coonoor,Udagamandalam
873,12819,Orissa S Kranti,Bhubaneswar,New Delhi
874,12820,Orissa S Kranti,New Delhi,Bhubaneswar
875,12850,Pa Bilaspur Express,Pune Junction,Bilaspur Junction
876,11037,Pa Gorakhpur Express,Pune Junction,Gorakhpur Junction
877,12103,Pa Lucknow Express,Pune Junction,Lucknow Ne
878,12378,Padatik Express,New Jalpaiguri,Sealdah
879,12377,Padatik Express,Sealdah,New Jalpaiguri
880,14207,Padmavat Express,Partapgarh Junction,Delhi
881,14208,Padmavat Express,Delhi,Partapgarh Junction
882,12763,Padmavathi Express,Tirupati,Secunderabad Junction
883,12764,Padmavati Express,Secunderabad Junction,Tirupati
884,15721,Paharia Express,Digha Flag Stn,New Jalpaiguri
885,15722,Paharia Express,New Jalpaiguri,Digha Flag Stn
886,13348,Palamou Express,Patna Junction,Barka Kana
887,13347,Palamou Express,Barka Kana,Patna Junction
888,22651,Palani Express,Chennai Central,Palani
889,22652,Palani Mas Express,Palani,Chennai Central
890,12605,Pallavan Express,Chennai Egmore,Karaikkudi Junction
891,12606,Pallavan Express,Karaikkudi Junction,Chennai Egmore
892,12747,Palnadu Express,Guntur Junction,Vikarabad Junction
893,12748,Palnadu Express,Vikarabad Junction,Guntur Junction
894,17407,Pamani Express,Tirupati,Mannargudi
895,12109,Panchavati Express,Mumbai Cst,Manmad Junction
896,12110,Panchavti Express,Manmad Junction,Mumbai Cst
897,59386,Panchvalley Pa,Chhindwara Junction,Gorakhpur Junction
898,59385,Panchvalley Passenger,Indore Junction Bg,Chhindwara Junction
899,12637,Pandian Express,Chennai Egmore,Madurai Junction
900,12638,Pandian Express,Madurai Junction,Chennai Egmore
901,12942,Parasnath Express,Asansol Junction,Bhavnagar Trmus
902,16650,Parasuram Express,Nagercoil Junction,Mangalore Cntl
903,16649,Parasuram Express,Mangalore Cntl,Nagercoil Junction
904,12926,Paschim Express,Amritsar Junction,Bandra Terminus
905,12925,Paschim Express,Bandra Terminus,Kalka
906,22926,Paschim Express,Kalka,Bandra Terminus
907,14624,Patalkot Express,Delhi S Rohilla,Chhindwara Junction
908,14010,Patalkot Express,Delhi S Rohilla,Chhindwara Junction
909,14623,Patalkot Express,Chhindwara Junction,Delhi S Rohilla
910,14009,Patalkot Express,Chhindwara Junction,Delhi S Rohilla
911,18622,Patliputra Express,Hatia,Patna Junction
912,18621,Patliputra Express,Patna Junction,Hatia
913,22352,Patliputraexp,Yesvantpur Junction,Patliputra
914,22643,Patna Express,Eranakulam Junction,Patna Junction
915,2354,Patna Premium S,Bangalore Cant,Patna Junction
916,17610,Pau Pnbe Express,Purna Junction,Patna Junction
917,12184,Pbh Bpl Express,Partapgarh Junction,Bhopal Junction
918,19572,Pbr Rjt Express,Porbandar,Rajkot Junction
919,19270,Pbr Express,Muzaffarpur Junction,Porbandar
920,12905,Pbr Howrah Express,Porbandar,Howrah Junction
921,12950,Pbr Kaviguru Express,Santragachi Junction,Porbandar
922,19269,Pbr Motihari Express,Porbandar,Muzaffarpur Junction
923,19202,Pbr Sc Express,Porbandar,Secunderabad Junction
924,12897,Pdy Bbs Express,Puducherry,Bhubaneswar
925,16861,Pdy Cape Express,Puducherry,Kanyakumari
926,12868,Pdy Howrah Express,Puducherry,Howrah Junction
927,22403,Pdy Ndls Express,Puducherry,New Delhi
928,12693,Pearl City Express,Chennai Egmore,Tuticorin
929,12694,Pearl City Express,Tuticorin,Chennai Egmore
0,12711,Pinakini Express,Vijayawada Junction,Chennai Central
1,12712,Pinakini Express,Chennai Central,Vijayawada Junction
2,22936,Pit Bdts Superfast Express,Palitana,Bandra Terminus
3,17609,Pnbe Pau Express,Patna Junction,Purna Junction
4,4004,Pnbe Ac Special,New Delhi,Patna Junction
5,19422,Pnbe Adi Express,Patna Junction,Ahmedabad Junction
6,9410,Pnbe Adi Special,Patna Junction,Ahmedabad Junction
7,9412,Pnbe Adi Special,Patna Junction,Ahmedabad Junction
8,2393,Pnbe Anvt Superfast Special,Patna Junction,Anand Vihar Trm
9,3209,Pnbe Anvt Superfast Special,Patna Junction,Anand Vihar Trm
10,3512,Pnbe Asn Special,Patna Junction,Asansol Junction
11,3562,Pnbe Asn Special,Patna Junction,Asansol Junction
12,3504,Pnbe Asn Special,Patna Junction,Asansol Junction
13,3576,Pnbe Asn Special,Patna Junction,Asansol Junction
14,8450,Pnbe Bbs Special,Patna Junction,Bhubaneswar
15,19050,Pnbe Bdts Express,Patna Junction,Bandra Terminus
16,9012,Pnbe Bdts Special,Patna Junction,Bandra Terminus
17,3436,Pnbe Bgp Special,Patna Junction,Bhagalpur
18,22844,Pnbe Bsp Express,Patna Junction,Bilaspur Junction
19,1711,Pnbe Chhat Special,Jabalpur,Patna Junction
20,1054,Pnbe Cstm Special,Patna Junction,Mumbai Cst
21,4025,Pnbe Dee Special,Patna Junction,Delhi S Rohilla
22,13332,Pnbe Dhn Express,Patna Junction,Dhanbad Junction
23,13243,Pnbe Dos Intcit,Patna Junction,Dehri On Sone
24,8298,Pnbe Durg Special,Patna Junction,Durg
25,16360,Pnbe Ers Express,Patna Junction,Eranakulam Junction
26,22644,Pnbe Ers Express,Patna Junction,Eranakulam Junction
27,12359,Pnbe Garib Rath,Kolkata,Patna Junction
28,18625,Pnbe Hte Express,Patna Junction,Hatia
29,3288,Pnbe Hwh Special,Patna Junction,Howrah Junction
30,3066,Pnbe Hwh Special,Patna Junction,Howrah Junction
31,3072,Pnbe Hwh Special,Patna Junction,Howrah Junction
32,3074,Pnbe Hwh Special,Patna Junction,Howrah Junction
33,9306,Pnbe Indb Premi,Patna Junction,Indore Junction Bg
34,12366,Pnbe Janshatabd,Ranchi,Patna Junction
35,1712,Pnbe Jbp Special,Patna Junction,Jabalpur
36,3134,Pnbe Koaa Special,Patna Junction,Kolkata
37,13237,Pnbe Kota Express,Patna Junction,Kota Junction
38,13239,Pnbe Kota Express,Patna Junction,Kota Junction
39,2519,Pnbe Kyq Special,Patna Junction,Kamakhya
40,2054,Pnbe Ltt Premiu,Patna Junction,Lokmanyatilak T
41,13416,Pnbe Mldt Express,Patna Junction,Malda Town
42,6353,Pnbe Ncj Special,Patna Junction,Nagercoil Junction
43,4039,Pnbe Ndls Ac Special,Patna Junction,New Delhi
44,4005,Pnbe Ndls Special,Patna Junction,New Delhi
45,4003,Pnbe Ndls Special,Patna Junction,New Delhi
46,2366,Pnbe Premium Special,Anand Vihar Trm,Patna Junction
47,2350,Pnbe Premium Special,Pune Junction,Patna Junction
48,2053,Pnbe Premium Special,Lokmanyatilak T,Patna Junction
49,12150,Pnbe Pune Express,Patna Junction,Pune Junction
